state,up,down,right,left
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,2.8944473909441193,-4.0297266737294475,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,-4.68145657,0.0
74,0.0,0.0,-3.672771913,-3.145051
75,-3.7177623100000003,0.0,-2.04091757,-1.9197359
76,0.0,0.0,-3.672771913,-3.140136811
77,0.0,-2.85974657,0.0,-3.8305459
78,0.0,0.0,0.0,0.0
79,-5.1073947217,0.0,2.850820661898355,0.0
80,0.0,2.728254324868177,-1.9153131299000004,-2.574880777069016
81,0.0,0.0,-3.234151,-3.7377258130000004
82,0.0,0.0,0.0,-4.68145657
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,2.902811425481646,-2.5169338004850177,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,-3.145051,-3.14091757,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0
94,-4.907189157075492,2.512946765632476,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,2.9208372414921535,0.0,-1.531997,0.0
100,0.0,0.0,-5.766417587702153,2.9383305747637185
101,0.0,0.0,-5.675596168633797,2.9469848580397997
102,0.0,0.0,-3.433897,2.9438172888182343
103,0.0,-3.1971809195310548,0.0,2.9313865316280356
104,0.0,0.0,0.0,0.0
105,-2.2392368110000005,-2.4767200000000003,-2.24001757,0.0
106,0.0,0.0,-1.2976073000000001,-2.1501368110000003
107,0.0,0.0,-2.9510771028202787,-2.38339
108,-3.1036669728763697,0.0,2.1831194451431144,-1.0550509999999997
109,0.0,-0.5471000000000001,1.698707225083604,-2.4601567511975126
110,0.0,0.0,0.9999734386011123,-0.8894581933545265
111,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,2.9175915172706977,-3.9526478684250708,0.0,0.0
118,0.0,0.0,0.0,0.0
119,-1.2976073000000001,-1.58149,0.0,0.0
120,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,-2.3649602484495746,-3.37339,0.0,0.0
124,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0
129,0.0,0.0,-3.433897,0.0
130,0.0,0.0,-1.442234954363581,-1.5371
131,2.911900317495687,-1.7409970000000001,0.0,-0.5471000000000001
132,0.0,0.0,0.0,0.0
133,-2.1789116,-3.145051,0.0,0.0
134,0.0,0.0,0.0,0.0
135,0.0,0.0,-2.7043299999999997,0.0
136,0.0,0.0,-2.542897,-1.819
137,-2.2986073,0.0,0.0,-1.6471
138,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,2.9193087270783624,-3.143359844263171,0.0,0.0
146,0.0,0.0,0.0,0.0
147,-2.85974657,-3.7414459000000004,0.0,0.0
148,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0
159,2.9376821789028265,-3.3687973,0.0,0.0
160,0.0,0.0,0.0,0.0
161,-3.672771913,-3.145051,0.0,0.0
162,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0
173,2.960440787080225,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0
175,-4.68145657,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0
