state,up,down,right,left
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,-6.350819289714362,3.1869166148689394,0.0
18,0.0,0.0,3.1837745954491106,-6.784711171741606
19,0.0,0.0,3.1849200702558904,-5.793903273296167
20,0.0,0.0,3.190311809409385,-4.927746204166309
21,0.0,3.197432209738501,-1.6320158530791304,-5.648558407468089
22,0.0,0.0,-5.783691839016289,-4.710764624622127
23,0.0,0.0,0.0,-9.417095549913723
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,-8.64809761987993,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,3.1917133661271775,-4.9208671343038475,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,-5.708187596066778,3.203281156000545,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,-5.095660126561387,-5.302813120580027,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,3.194455531533959,-4.598404851740879,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,-8.904959072102745,0.0,0.0
52,0.0,0.0,0.0,0.0
53,-4.056350214649952,3.2064413159953573,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,-3.683012530417161,-3.166431238065296,-3.930207980785893,0.0
60,0.0,0.0,-5.4497030284540635,-5.6168495673111405
61,0.0,-5.764398981900464,0.0,-4.977515869901256
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,3.1924218754633586,-5.779552287366174,0.0,0.0
66,0.0,0.0,0.0,0.0
